code,time_sch,dest,time_act,commercial,orig
LD 768,03:20,Beijing/PEK,Dep 03:24,0,HKG
CX 844,03:20,New York/JFK,Dep 04:29,1,HKG
KE 314,03:20,Seoul/ICN,Dep 03:50,0,HKG
LD 128,03:25,Seoul/ICN,Dep 03:34,0,HKG
BR 6538,03:25,Taipei,Dep 04:29,0,HKG
K4 252,03:25,HKG,At gate 03:33,0,"Miami
Anchorage"
LD 720,03:25,Chengdu,Dep 06:24,0,HKG
8K 526,03:30,Bangkok,Dep 04:05,0,HKG
LD 204,03:30,Osaka/Kansai,Dep 03:43,0,HKG
D0 516,03:35,HKG,At gate 03:44,0,"East Midlands
Leipzig
Dubai"
LD 457,03:40,"Manila
Cebu",Dep 04:03,0,HKG
LD 831,03:40,Bangkok,Dep 04:02,0,HKG
LD 208,03:45,Tokyo/NRT,Dep 04:12,0,HKG
TH 3508,03:45,Subang,Dep 04:04,0,HKG
LD 561,03:45,Ho Chi Minh,Dep 03:50,0,HKG
LD 216,03:45,Nagoya,Dep 04:20,0,HKG
CX 099,03:50,HKG,At gate 09:30,0,"Chicago
Anchorage"
WW 866,03:50,Kuala Lumpur,Dep 03:37,0,HKG
LD 782,03:50,Shanghai/PVG,Dep 04:19,0,HKG
3V 846,03:55,HKG,At gate 03:50,0,Leipzig
ES 743,03:55,HKG,At gate 03:46,0,"Bahrain
Bangkok"
LD 391,04:00,Penang,Dep 04:11,0,HKG
PO 916,04:05,Los Angeles,Dep 04:50,0,HKG
UO 623,04:10,HKG,At gate 04:15,1,Tokyo/HND
K4 614,04:10,HKG,At gate 09:04,0,"Cincinnati
Anchorage"
3S 543,04:15,"Singapore
Leipzig",Dep 04:29,0,HKG
QR 8067,04:15,Doha,Dep 05:08,0,HKG
UO 765,04:20,HKG,At gate 03:59,1,Phuket
LD 680,04:20,Taipei,Dep 04:37,0,HKG
CX 3261,04:20,HKG,At gate 04:26,0,Chongqing
CX 138,04:25,HKG,At gate 03:20 (21/12/2023),1,Sydney
ES 736,04:25,"Bengaluru
Bahrain",Dep 04:39,0,HKG
LD 721,04:25,HKG,At gate 03:24,0,Chengdu
RH 4569,04:30,HKG,At gate 05:26,0,Taipei
7L 8115,04:30,"Anchorage
New York/JFK
Baku",Dep 04:42,0,HKG
3S 522,04:30,HKG,At gate 03:59,0,"Leipzig
Bahrain"
FX 5021,04:30,HKG,At gate 04:32,0,Osaka/Kansai
CX 662,04:45,HKG,At gate 07:04,1,Dhaka
D0 036,04:55,HKG,At gate 06:12,0,"East Midlands
Almaty"
CK 263,04:55,HKG,At gate 04:46,0,Shanghai/PVG
CX 096,05:00,"Anchorage
Felipe Angeles",Dep 05:42,0,HKG
PO 789,05:05,HKG,At gate 05:34,0,"Miami
Anchorage"
CX 811,05:10,HKG,At gate 04:19,1,Boston
CX 714,05:20,HKG,At gate 05:03,1,Singapore
CX 829,05:25,HKG,At gate 05:14,1,Toronto
AC 021,05:30,HKG,At gate 05:45,1,Vancouver
D0 515,05:35,"Dubai
Leipzig
East Midlands",Dep 06:00,0,HKG
3S 580,05:35,HKG,At gate 07:34,0,"Leipzig
Seoul/ICN"
ES 722,05:35,Bahrain,Dep 05:42,0,HKG
CX 748,05:50,HKG,At gate 05:38,1,Johannesburg
UO 629,05:55,HKG,At gate 06:31,1,Tokyo/HND
UK 101,05:55,HKG,At gate 05:32,1,Delhi
RH 359,05:55,HKG,At gate 21:48,0,Milan/MXP
HX 780,05:55,HKG,At gate 06:14,1,Bangkok
CX 640,06:00,HKG,At gate 06:11,1,Kathmandu
QY 549,06:00,"Almaty
Cologne",Dep 06:11,0,HKG
CX 796,06:00,HKG,At gate 07:13,1,Jakarta
CX 883,06:15,HKG,At gate 05:47,1,Los Angeles
CX 698,06:15,HKG,At gate 06:04,1,Delhi
CX 873,06:15,HKG,At gate 06:52,1,San Francisco
3S 522,06:30,"Tokyo/NRT
Cincinnati",Dep 06:41,0,HKG
EK 9886,06:35,HKG,At gate 06:19,0,Dubai/DWC
CX 843,06:35,HKG,At gate 05:59,1,New York/JFK
O3 6925,06:40,HKG,At gate 06:32,0,Ningbo
QR 8406,06:40,HKG,At gate 05:54,0,"Doha
Singapore"
UA 877,06:45,HKG,At gate 06:25,1,San Francisco
CX 288,06:50,HKG,At gate 07:07,1,Frankfurt
FX 5021,06:50,"Liege
Paris
Memphis",Dep 06:23,0,HKG
3V 847,06:55,Leipzig,Dep 07:05,0,HKG
CX 696,07:00,HKG,At gate 08:25,1,Mumbai
K4 615,07:00,"Anchorage
New York/JFK",Dep 11:23,0,HKG
N8 575,07:00,"Anchorage
New York/JFK",Dep 20:45,0,HKG
D0 037,07:00,"Almaty
East Midlands",Dep 08:00,0,HKG
CX 260,07:00,HKG,At gate 07:03,1,Paris
N8 504,07:00,"Dubai/DWC
Tel Aviv",Dep 19:09,0,HKG
CX 3020,07:05,HKG,At gate 08:19,0,"Riyadh
Dubai/DWC"
CX 372,07:05,HKG,At gate 07:03,1,Madrid
HX 762,07:05,HKG,At gate 06:54,1,Bangkok
K4 253,07:05,"Anchorage
Miami",Dep 07:30,0,HKG
CV 9932,07:05,HKG,At gate 11:36,0,Luxembourg
CK 264,07:10,Shanghai/PVG,Dep 06:54,0,HKG
UO 618,07:10,Seoul/ICN,Dep 07:07,1,HKG
SV 984,07:10,HKG,At gate 12:29,0,Riyadh
K4 288,07:10,HKG,At gate 07:50,0,Los Angeles
OZ 970,07:20,Seoul/ICN,Dep 07:51,0,HKG
CX 881,07:20,HKG,At gate 07:12,1,Los Angeles
OZ 952,07:20,HKG,At gate 08:41,0,Hanoi
5Y 8105,07:25,HKG,At gate 07:29,0,"Chicago
Seoul/ICN"
HX 682,07:25,Okinawa,Dep 07:17,1,HKG
CX 366,07:30,Shanghai/PVG,Dep 07:40,1,HKG
CX 907,07:30,Manila,Dep 07:40,1,HKG
CX 051,07:30,HKG,At gate 07:22,0,Shanghai/PVG
CX 156,07:30,HKG,At gate 06:50,1,Brisbane
UO 820,07:35,Okinawa,Dep 07:50,1,HKG
CX 270,07:35,HKG,At gate 07:12,1,Amsterdam
UO 550,07:35,Hanoi,Dep 07:40,1,HKG
UO 724,07:35,Phuket,Dep 07:39,1,HKG
MU 726,07:40,Shanghai/PVG,Dep 07:42,1,HKG
CX 252,07:40,HKG,At gate 08:24,1,London/LHR
3S 593,07:45,"Delhi
Leipzig",Dep 09:19,0,HKG
UO 600,07:45,Fukuoka,Dep 07:57,1,HKG
CX 140,07:45,HKG,At gate 07:44,1,Perth
CX 691,07:50,Singapore,Dep 07:57,1,HKG
UO 192,07:50,Taichung,Dep 07:57,1,HKG
RH 571,07:55,HKG,At gate 08:09,0,Taipei
HX 650,07:55,Yonago,Dep 08:04,1,HKG
O3 6926,07:55,Ningbo,Dep 07:22,0,HKG
CX 982,07:55,Guangzhou,Dep 08:02,1,HKG
HX 452,07:55,Chengdu Tianfu,Dep 08:01,1,HKG
CX 488,08:00,Taipei,Dep 08:01,1,HKG
UO 130,08:00,Kaohsiung,Dep 08:01,1,HKG
5X 067,08:00,HKG,At gate 11:25,0,"Louisville
Anchorage
Ho Chi Minh"
HY 3577,08:00,HKG,At gate 07:45,0,Tashkent
CX 976,08:05,HKG,At gate 07:53,1,Manila
CX 596,08:10,Osaka/Kansai,Dep 08:29,1,HKG
CI 922,08:10,Taipei,Dep 08:24,1,HKG
5J 272,08:10,HKG,At gate 07:56,1,Manila
CX 526,08:10,Tokyo/NRT,Dep 08:17,1,HKG
CX 633,08:15,Penang,Dep 08:30,1,HKG
HB 340,08:15,Osaka/Kansai,Dep 08:33,1,HKG
CX 2046,08:20,HKG,At gate 07:51,0,Delhi
CX 994,08:20,Fuzhou,Dep 08:29,1,HKG
CX 921,08:20,Cebu,Dep 08:34,1,HKG
CX 257,08:25,London/LHR,Dep 08:38,1,HKG
HB 760,08:25,Seoul/ICN,Dep 08:29,1,HKG
CX 767,08:25,Ho Chi Minh,Dep 08:33,1,HKG
HX 640,08:25,Fukuoka,Dep 08:23,1,HKG
CX 564,08:30,"Taipei
Osaka/Kansai",Dep 08:40,1,HKG
CX 936,08:30,Wuhan,Dep 08:41,1,HKG
CV 4802,08:30,HKG,At gate 07:46,0,"Luxembourg
Doha
Bangkok"
CX 705,08:30,Bangkok,Dep 08:56,1,HKG
CA 118,08:30,Beijing/PEK,Dep 08:29,1,HKG
CX 771,08:35,Phuket,Dep 08:53,1,HKG
CX 607,08:35,Phnom Penh,Dep 08:45,1,HKG
RH 830,08:35,HKG,At gate 22:53,0,Shanghai/PVG
EK 9887,08:40,Dubai/DWC,Dep 08:44,0,HKG
CX 3095,08:40,Singapore,Dep 08:48,0,HKG
QR 8407,08:40,Doha,Dep 08:33,0,HKG
HX 690,08:40,Sapporo,Dep 08:40,1,HKG
CZ 5010,08:40,Beijing/PKX,Dep 08:43,1,HKG
CX 3068,08:45,"Anchorage
Felipe Angeles",Dep 09:03,0,HKG
CX 512,08:45,Fukuoka,Dep 08:49,1,HKG
MH 079,08:45,Kuala Lumpur,Dep 08:50,1,HKG
CV 9933,08:50,"Baku
Luxembourg",Dep 13:40,0,HKG
CX 432,08:50,Kaohsiung,Dep 08:57,1,HKG
BR 891,08:50,HKG,At gate 09:14,1,Taipei
HX 664,08:50,Nagoya,Dep 08:54,1,HKG
CX 2057,08:50,HKG,At gate 12:20,0,Shanghai/PVG
NJ 5014,08:55,"Sharjah
Leipzig",Dep 09:43,0,HKG
UO 686,08:55,Osaka/Kansai,Dep 09:43,1,HKG
UK 102,08:55,Delhi,Dep 09:05,1,HKG
5J 240,08:55,HKG,At gate 08:49,1,Cebu
CX 548,08:55,Tokyo/HND,Dep 09:10,1,HKG
CX 759,09:00,Singapore,Dep 09:09,1,HKG
HX 236,09:00,Shanghai/PVG,Dep 09:15,1,HKG
CX 386,09:00,Beijing/PEK,Dep 09:10,1,HKG
CX 530,09:00,"Taipei
Nagoya",Dep 09:25,1,HKG
CX 901,09:00,Manila,Dep 09:18,1,HKG
7L 246,09:00,HKG,At gate 17:59,0,"Baku
Tashkent"
HX 628,09:00,Seoul/ICN,Dep 09:46,1,HKG
CI 601,09:05,HKG,At gate 09:45,1,Taipei
SQ 899,09:05,Singapore,Dep 09:14,1,HKG
CX 504,09:05,Tokyo/NRT,Dep 10:11,1,HKG
HX 252,09:05,Taipei,Dep 09:47,1,HKG
3S 538,09:10,HKG,At gate 09:06,0,"Leipzig
Singapore"
CX 694,09:10,HKG,At gate 11:24,1,Delhi
CX 580,09:10,Sapporo,Dep 09:18,1,HKG
UO 758,09:10,Bangkok,Dep 09:21,1,HKG
CX 2032,09:10,HKG,At gate 09:15,0,Chennai
K4 289,09:10,Los Angeles,Dep 10:09,0,HKG
AK 8008,09:15,HKG,At gate 13:18,0,Kota Kinabalu
5J 150,09:15,HKG,At gate 08:44,1,Clark
HX 608,09:15,Tokyo/NRT,Dep 09:43,1,HKG
CX 777,09:20,Jakarta,Dep 09:32,1,HKG
OZ 952,09:20,Seoul/ICN,Dep 13:07,0,HKG
CI 933,09:20,HKG,At gate 09:23,1,Kaohsiung
HB 320,09:20,Tokyo/NRT,Dep 09:27,1,HKG
CX 410,09:20,Seoul/ICN,Dep 09:39,1,HKG
5J 273,09:25,Manila,Dep 09:28,1,HKG
UO 848,09:25,Tokyo/NRT,Dep 09:38,1,HKG
CX 970,09:30,Xiamen,Dep 09:43,1,HKG
5Y 8104,09:30,"Anchorage
Chicago",Dep 10:04,0,HKG
RH 371,09:30,Singapore,Dep 12:43,0,HKG
FD 515,09:30,HKG,At gate 09:12,1,Chiang Mai
UO 552,09:30,Da Nang,Dep 10:23,1,HKG
CX 830,09:30,New York/JFK,Dep 09:48,1,HKG
CX 624,09:35,HKG,At gate 09:14,1,Bengaluru
CX 660,09:35,HKG,At gate 10:39,1,Mumbai
MU 724,09:35,Shanghai/PVG,Dep 10:13,1,HKG
UO 642,09:40,Takamatsu,Dep 09:58,1,HKG
RH 9375,09:40,Chennai,Dep 09:41,0,HKG
5J 241,09:40,Cebu,Dep 09:55,1,HKG
HX 308,09:40,Beijing/PKX,Dep 09:51,1,HKG
5J 110,09:45,HKG,At gate 09:36,1,Manila
CX 368,09:45,Shanghai/PVG,Dep 09:53,1,HKG
CX 536,09:45,Nagoya,Dep 09:59,1,HKG
PO 8196,09:45,"Anchorage
Los Angeles",Dep 09:26,0,HKG
FD 508,09:50,HKG,At gate 09:53,1,Bangkok/DMK
ET 3708,09:55,HKG,At gate 17:37,0,Liege
UO 850,09:55,Osaka/Kansai,Dep 10:26,1,HKG
CX 615,09:55,Bangkok,Dep 10:10,1,HKG
CX 3241,09:55,Jakarta,Dep 10:38,0,HKG
UO 680,09:55,Nagoya,Dep 10:18,1,HKG
CI 903,09:55,HKG,At gate 10:27,1,Taipei
CX 348,10:00,Shanghai/SHA,Dep 10:36,1,HKG
BR 892,10:00,Taipei,Dep 10:39,1,HKG
CX 450,10:00,"Taipei
Tokyo/NRT",Dep 10:27,1,HKG
5J 149,10:00,Clark,Dep 10:12,1,HKG
HY 3578,10:00,Tashkent,Dep 09:48,0,HKG
CV 5803,10:00,"Anchorage
New York/JFK
Luxembourg",Dep 10:01,0,HKG
CX 785,10:00,Denpasar,Dep 10:20,1,HKG
PO 790,10:05,"Los Angeles
Miami",Dep 09:23,0,HKG
BR 851,10:05,HKG,At gate 10:10,1,Taipei
TR 978,10:05,HKG,At gate 09:57,1,Singapore
CX 954,10:10,Qingdao,Dep 10:21,1,HKG
SQ 7197,10:10,HKG,At gate 10:46,0,"New York/JFK
Anchorage"
UO 616,10:15,Kumamoto,Dep 10:27,1,HKG
PR 300,10:15,HKG,At gate 10:06,1,Manila
HX 231,10:15,HKG,At gate 10:12,1,Shanghai/PVG
AC 022,10:15,Vancouver,Dep 10:22,1,HKG
CX 986,10:20,Chengdu Tianfu,Dep 10:43,1,HKG
JL 736,10:20,Tokyo/NRT,Dep 10:30,1,HKG
HB 702,10:20,Taipei,Dep 10:45,1,HKG
UO 630,10:20,Seoul/ICN,Dep 10:44,1,HKG
CI 934,10:20,Kaohsiung,Dep 10:16,1,HKG
CI 602,10:20,Taipei,Dep 10:48,1,HKG
HX 497,10:20,HKG,At gate 10:08,1,Chongqing
CX 723,10:25,Kuala Lumpur,Dep 10:45,1,HKG
CX 356,10:25,Nanjing,Dep 10:30,1,HKG
CX 584,10:25,Sapporo,Dep 10:40,1,HKG
CX 828,10:25,Toronto,Dep 10:56,1,HKG
CX 407,10:25,HKG,At gate 10:22,1,Taipei
MU 9623,10:25,HKG,At gate 09:55,1,Kunming
CX 494,10:25,Taipei,Dep 10:52,1,HKG
FD 516,10:30,Chiang Mai,Dep 10:36,1,HKG
CX 520,10:30,Tokyo/NRT,Dep 11:17,1,HKG
MU 765,10:30,HKG,At gate 10:43,1,Nanjing
CX 912,10:30,HKG,At gate 10:24,1,Manila
EY 925,10:30,HKG,At gate 10:32,0,Abu Dhabi
AK 8011,10:35,Kuala Lumpur,Dep 14:59,0,HKG
HX 129,10:35,HKG,At gate 10:39,1,Hangzhou
MF 8715,10:35,HKG,At gate 10:59,1,Quanzhou
HO 1649,10:40,HKG,At gate 10:35,1,Nanjing
CX 506,10:45,Osaka/Kansai,Dep 11:36,1,HKG
FD 509,10:45,Bangkok/DMK,Dep 11:15,1,HKG
CX 738,10:45,HKG,At gate 10:35,1,Dubai
CI 6843,10:45,HKG,At gate 11:43,0,Taipei
UO 172,10:50,Taichung,Dep 10:55,1,HKG
HX 221,10:50,HKG,At gate 10:52,1,Nanjing
MU 721,10:50,HKG,At gate 10:51,1,Shanghai/SHA
UO 625,10:50,HKG,At gate 10:53,1,Tokyo/HND
UO 870,10:50,Tokyo/NRT,Dep 11:36,1,HKG
Z2 1264,10:55,HKG,At gate 12:05,1,Manila
CX 917,11:00,HKG,At gate 10:37,1,Chengdu Tianfu
5J 111,11:00,Manila,Dep 11:26,1,HKG
UA 862,11:00,San Francisco,Dep 11:19,1,HKG
CX 163,11:00,Melbourne,Dep 11:34,1,HKG
RW 660,11:05,HKG,At gate 11:06,1,Clark
CI 904,11:05,Taipei,Dep 11:40,1,HKG
5X 003,11:10,"Dubai
Cologne
Philadelphia",Dep 11:39,0,HKG
HX 208,11:10,Nanjing,Dep 11:30,1,HKG
CX 588,11:10,Fukuoka,Dep 11:28,1,HKG
3S 521,11:10,Leipzig,Dep 11:29,0,HKG
TR 979,11:10,Singapore,Dep 11:16,1,HKG
BR 852,11:15,Taipei,Dep 11:33,1,HKG
AK 138,11:15,HKG,At gate 11:09,1,Kuala Lumpur
CX 345,11:15,HKG,At gate 11:05,1,Beijing/PEK
SQ 874,11:20,HKG,At gate 11:22,1,Singapore
KE 171,11:20,HKG,At gate 11:58,1,Seoul/ICN
MU 2685,11:20,HKG,At gate 11:14,1,Wuxi
MF 381,11:20,HKG,At gate 11:04,1,Xiamen
MF 8655,11:20,HKG,At gate 11:33,1,Hangzhou
MU 9624,11:25,Kunming,Dep 11:36,1,HKG
TW 115,11:25,HKG,At gate 12:30,1,Seoul/ICN
CX 983,11:25,HKG,At gate 11:48,1,Guangzhou
UO 227,11:30,HKG,At gate 11:47,1,Ningbo
HX 658,11:30,Okinawa,Dep 11:50,1,HKG
PR 301,11:30,Manila,Dep 11:36,1,HKG
MU 501,11:30,HKG,At gate 11:27,1,Shanghai/PVG
UO 106,11:35,Taipei,Dep 11:39,1,HKG
UO 131,11:35,HKG,At gate 11:51,1,Kaohsiung
MF 8716,11:35,Quanzhou,Dep 12:10,1,HKG
HX 618,11:35,Osaka/Kansai,Dep 11:46,1,HKG
MU 766,11:35,Nanjing,Dep 11:53,1,HKG
HO 1650,11:40,Nanjing,Dep 11:46,1,HKG
CX 739,11:40,Singapore,Dep 11:47,1,HKG
GH 1187,11:40,Delhi,Dep 13:21,0,HKG
TG 600,11:45,HKG,At gate 11:36,1,Bangkok
Z2 1265,11:45,Manila,Dep 12:54,1,HKG
CV 4169,11:45,HKG,At gate 13:42,0,"Luxembourg
Kuwait"
CA 101,11:45,HKG,At gate 11:49,1,Beijing/PEK
3U 3957,11:45,HKG,At gate 11:13,1,Chengdu Tianfu
2C 610,11:45,HKG,At gate 11:28,0,Paris
ZH 9085,11:50,HKG,At gate 11:36,1,Nantong
UO 898,11:50,Osaka/Kansai,Dep 12:16,1,HKG
MM 063,11:50,HKG,At gate 12:05,1,Osaka/Kansai
5Y 8052,11:50,"Anchorage
Miami",Dep 11:55,0,HKG
OZ 721,11:50,HKG,At gate 12:51,1,Seoul/ICN
HX 603,11:55,HKG,At gate 12:01,1,Osaka/Kansai
ET 3793,11:55,Liege,Dep 20:15,0,HKG
CX 2036,11:55,Osaka/Kansai,Dep 11:48,0,HKG
MU 722,11:55,Shanghai/SHA,Dep 12:04,1,HKG
KL 887,11:55,HKG,At gate 12:03,1,Amsterdam
CX 332,12:00,Beijing/PEK,Dep 12:03,1,HKG
UO 193,12:00,HKG,At gate 11:45,1,Taichung
7L 247,12:00,"Dubai/DWC
Baku",Dep 20:07,0,HKG
AK 139,12:00,Kuala Lumpur,Dep 12:07,1,HKG
CX 653,12:00,Bangkok,Dep 11:59,1,HKG
CA 411,12:05,HKG,At gate 11:32,1,Chengdu Tianfu
HX 775,12:05,Bangkok,Dep 12:52,1,HKG
MU 5015,12:05,HKG,At gate 11:56,1,Beijing/PKX
RW 910,12:05,Cebu,Dep 12:05,1,HKG
CX 619,12:10,Singapore,Dep 12:29,1,HKG
CX 700,12:10,HKG,At gate 12:27,1,Bangkok
BR 867,12:10,HKG,At gate 12:43,1,Taipei
UO 112,12:15,Taipei,Dep 12:43,1,HKG
CX 960,12:15,Hangzhou,Dep 12:21,1,HKG
CX 730,12:15,HKG,At gate 12:08,1,Kuala Lumpur
CA 103,12:15,HKG,At gate 12:19,1,Tianjin
MU 2686,12:20,Wuxi,Dep 12:31,1,HKG
9C 8715,12:20,HKG,At gate 12:29,1,Shanghai/PVG
MF 382,12:20,Xiamen,Dep 12:22,1,HKG
MF 8656,12:20,Hangzhou,Dep 12:41,1,HKG
PR 318,12:25,HKG,At gate 12:26,1,Manila
TW 116,12:25,Seoul/ICN,Dep 13:29,1,HKG
CX 884,12:25,Los Angeles,Dep 12:46,1,HKG
MU 5017,12:25,HKG,At gate 12:23,1,Shanghai/SHA
SQ 875,12:30,Singapore,Dep 12:35,1,HKG
EY 926,12:30,Abu Dhabi,Dep 12:39,0,HKG
MU 502,12:30,Shanghai/PVG,Dep 12:37,1,HKG
CX 365,12:30,HKG,At gate 12:42,1,Shanghai/PVG
UO 551,12:35,HKG,At gate 12:12,1,Hanoi
CZ 309,12:40,HKG,At gate 13:08,1,Beijing/PKX
MU 701,12:40,HKG,At gate 12:22,1,Shanghai/PVG
SQ 7197,12:40,Singapore,Dep 13:43,0,HKG
3U 3958,12:45,Chengdu Tianfu,Dep 12:37,1,HKG
CI 6844,12:45,Taipei,Dep 13:14,0,HKG
CX 725,12:45,Kuala Lumpur,Dep 13:24,1,HKG
TG 601,12:45,Bangkok,Dep 12:58,1,HKG
MM 064,12:50,Osaka/Kansai,Dep 13:05,1,HKG
KE 172,12:50,Seoul/ICN,Dep 13:14,1,HKG
CV 4982,12:50,HKG,At gate 14:15,0,Luxembourg
CX 489,12:50,HKG,At gate 12:52,1,Taipei
3S 512,12:50,HKG,At gate 12:39,0,"Leipzig
Dubai"
CI 909,12:50,HKG,At gate 13:30,1,Taipei
SC 1151,12:50,HKG,At gate 14:23,1,Jinan
UO 638,12:55,Fukuoka,Dep 13:03,1,HKG
MH 072,12:55,HKG,At gate 13:12,1,Kuala Lumpur
HX 706,12:55,HKG,At gate 13:18,1,Denpasar
NH 859,12:55,HKG,At gate 13:12,1,Tokyo/HND
7C 2101,12:55,HKG,At gate 13:10,1,Seoul/ICN
CX 431,12:55,HKG,At gate 12:58,1,Kaohsiung
D4 701,13:00,Karaganda,Dep 13:27,0,HKG
CX 567,13:00,HKG,At gate 12:45,1,Osaka/Kansai
QR 8424,13:00,HKG,At gate 12:58,0,"Doha
Osaka/Kansai"
HX 246,13:00,Shanghai/PVG,Dep 12:55,1,HKG
CA 102,13:00,Beijing/PEK,Dep 12:56,1,HKG
UO 646,13:00,Tokyo/NRT,Dep 13:02,1,HKG
CX 400,13:00,Taipei,Dep 13:23,1,HKG
HX 305,13:05,HKG,At gate 13:02,1,Beijing/PEK
CA 111,13:05,HKG,At gate 12:55,1,Beijing/PEK
CX 995,13:05,HKG,At gate 13:08,1,Fuzhou
6E 1707,13:10,HKG,At gate 12:44,1,Delhi
ZH 9086,13:10,Nantong,Dep 13:12,1,HKG
HX 258,13:15,Shanghai/SHA,Dep 14:00,1,HKG
