time_sch,time_act,code,dest,stat,orig
08:30,08:30,KL 1763 KLM,Frankfurt (FRA),DEPARTED,Amsterdam
08:35,09:06,KL 1007 KLM,London Heathrow (LHR),DEPARTED,Amsterdam
08:35,08:35,KL 1341 KLM,Billund (BLL),DEPARTED,Amsterdam
08:40,08:40,KL 983 KLM,London City (LCY),DEPARTED,Amsterdam
08:40,08:50,OR 3721 TUI fly,Ilha Do Sal (SID),DEPARTED,Amsterdam
08:40,08:40,WA 917 KLM Cityhopper,Southampton (SOU),DEPARTED,Amsterdam
08:45,09:21,KL 713 KLM,Paramaribo (PBM),DEPARTED,Amsterdam
08:45,09:03,KL 1693 KLM,Lisbon (LIS),DEPARTED,Amsterdam
08:50,09:00,8R 6769 Amelia,Strasbourg (SXB),DEPARTED,Amsterdam
08:50,09:36,EZS 1222 easyJet Switzerland,Basel (BSL),DEPARTED,Amsterdam
08:50,09:01,KL 1515 KLM,Norwich (NWI),DEPARTED,Amsterdam
08:50,09:13,KL 1711 KLM,Oporto (OPO),DEPARTED,Amsterdam
08:50,10:01,LH 987 Lufthansa,Frankfurt (FRA),DEPARTED,Amsterdam
08:55,08:55,DL 47 Delta Air Lines,New York JFK (JFK),DEPARTED,Amsterdam
08:55,08:55,LH 2301 Lufthansa,Munich (MUC),CANCELLED,Amsterdam
09:00,09:00,KL 1619 KLM,Milan Linate (LIN),DEPARTED,Amsterdam
09:05,09:31,EZY 8678 easyJet,London Gatwick (LGW),DEPARTED,Amsterdam
09:05,09:05,KL 1903 KLM,Hanover (HAJ),DEPARTED,Amsterdam
09:15,09:15,DL 57 Delta Air Lines,Salt L. City (SLC),DEPARTED,Amsterdam
09:15,09:28,DL 179 Delta Air Lines,Portland (PDX),DEPARTED,Amsterdam
09:15,09:15,EJU 7977 easyJet Europe,Hurghada (HRG),DEPARTED,Amsterdam
09:15,09:15,KL 961 KLM,Newcastle (NCL),DEPARTED,Amsterdam
09:15,09:15,KL 1353 KLM,Prague (PRG),DEPARTED,Amsterdam
09:15,09:15,KL 1993 KLM,Krakow (KRK),DEPARTED,Amsterdam
09:15,09:28,UA 71 United Airlines,Newark (EWR),DEPARTED,Amsterdam
09:20,09:20,KL 1723 KLM,Brussels (BRU),CANCELLED,Amsterdam
09:25,09:25,KL 987 KLM,London City (LCY),CANCELLED,Amsterdam
09:25,09:25,KL 1373 KLM,Bucharest (OTP),CANCELLED,Amsterdam
09:25,09:25,KL 1545 KLM,Leeds Bradford (LBA),CANCELLED,Amsterdam
09:25,09:25,KL 1739 KLM,Luxembourg (LUX),CANCELLED,Amsterdam
09:25,09:25,KL 1753 KLM,Bremen (BRE),CANCELLED,Amsterdam
09:25,09:41,KL 1779 KLM,Hamburg (HAM),DEPARTED,Amsterdam
09:25,09:25,KL 1985 KLM,Basel (BSL),CANCELLED,Amsterdam
09:30,10:24,AF 1241 Air France,Paris de Gaulle (CDG),DEPARTED,Amsterdam
09:30,09:30,BA 8450 British Airways,London City (LCY),DEPARTED,Amsterdam
09:30,10:39,EZY 2512 easyJet,London Luton (LTN),DEPARTED,Amsterdam
09:30,09:42,KL 573 KLM,Entebbe (EBB),DEPARTED,Amsterdam
09:30,09:30,KL 1059 KLM,Cardiff (CWL),CANCELLED,Amsterdam
09:30,09:30,KL 1265 KLM,Marseille (MRS),CANCELLED,Amsterdam
09:30,09:30,KL 1413 KLM,Lyon (LYS),CANCELLED,Amsterdam
09:30,09:30,KL 1555 KLM,Turin (TRN),CANCELLED,Amsterdam
09:30,10:57,KL 1793 KLM,Munich (MUC),DEPARTED,Amsterdam
09:30,09:30,KL 1905 KLM,Belgrade (BEG),CANCELLED,Amsterdam
09:30,11:21,KL 1927 KLM,Geneva (GVA),DEPARTED,Amsterdam
09:35,09:59,EI 603 Aer Lingus,Dublin (DUB),DEPARTED,Amsterdam
09:35,10:22,EJU 3852 easyJet Europe,Milan Malpensa (MXP),DEPARTED,Amsterdam
09:35,09:52,KL 623 KLM,Atlanta (ATL),DEPARTED,Amsterdam
09:35,09:58,KL 749 KLM,Cartagena (CTG),DEPARTED,Amsterdam
09:35,10:43,KL 1253 KLM,Nice (NCE),DEPARTED,Amsterdam
09:35,09:35,KL 1895 KLM,Graz (GRZ),CANCELLED,Amsterdam
09:40,10:31,EI 841 Aer Lingus,Cork (ORK),DEPARTED,Amsterdam
09:40,09:54,HV 5749 Transavia,Casablanca (CMN),DEPARTED,Amsterdam
09:40,09:40,KL 1073 KLM,Manchester (MAN),CANCELLED,Amsterdam
09:40,09:40,KL 1179 KLM,Linkoping (LPI),CANCELLED,Amsterdam
09:40,09:40,KL 1601 KLM,Rome (FCO),CANCELLED,Amsterdam
09:40,09:40,KL 1917 KLM,Gdansk (GDN),CANCELLED,Amsterdam
09:40,10:07,KL 1957 KLM,Zurich (ZRH),DEPARTED,Amsterdam
09:45,10:17,KL 1167 KLM,Helsinki (HEL),DEPARTED,Amsterdam
09:45,09:45,KL 1199 KLM,Stavanger (SVG),CANCELLED,Amsterdam
09:45,10:26,KL 1443 KLM,Aberdeen (ABZ),DEPARTED,Amsterdam
09:45,09:45,KL 1455 KLM,Nantes (NTE),CANCELLED,Amsterdam
09:45,10:31,KL 1823 KLM,Berlin Brandenburg (BER),DEPARTED,Amsterdam
09:45,10:50,KL 1845 KLM,Vienna (VIE),DEPARTED,Amsterdam
09:50,10:00,KL 601 KLM,Los Angeles (LAX),DEPARTED,Amsterdam
09:50,09:50,KL 1653 KLM,Venice (VCE),CANCELLED,Amsterdam
09:50,09:50,KL 1701 KLM,Madrid (MAD),CANCELLED,Amsterdam
09:50,10:44,LX 725 Swiss International Airlines,Zurich (ZRH),DEPARTED,Amsterdam
09:55,11:12,EZY 2162 easyJet,Manchester (MAN),DEPARTED,Amsterdam
09:55,10:31,KL 1127 KLM,Copenhagen (CPH),DEPARTED,Amsterdam
09:55,09:55,KL 1315 KLM,Bordeaux (BOD),CANCELLED,Amsterdam
09:55,09:55,KL 1533 KLM,Teesside International (MME),DEPARTED,Amsterdam
09:55,11:11,KL 1765 KLM,Frankfurt (FRA),DEPARTED,Amsterdam
09:55,11:36,KL 1869 KLM,Stuttgart (STR),DEPARTED,Amsterdam
10:00,11:39,BT 618 AirBaltic,Riga (RIX),DEPARTED,Amsterdam
10:00,10:43,HV 5807 Transavia,Thessaloniki (SKG),DEPARTED,Amsterdam
10:00,11:58,JU 361 Air Serbia,Belgrade (BEG),DEPARTED,Amsterdam
10:00,10:53,KL 605 KLM,San Francisco (SFO),DEPARTED,Amsterdam
10:00,10:19,KL 1485 KLM,Humberside (HUY),CANCELLED,Amsterdam
10:00,11:45,OS 372 Austrian Airlines,Vienna (VIE),DEPARTED,Amsterdam
10:05,10:20,KL 515 KLM,Dar Es Salaam (DAR),DEPARTED,Amsterdam
10:05,10:55,KL 661 KLM,Houston (IAH),DEPARTED,Amsterdam
10:05,10:53,KL 689 KLM,Cancun (CUN),DEPARTED,Amsterdam
10:05,10:05,KL 1641 KLM,Florence (FLR),CANCELLED,Amsterdam
10:05,10:05,KL 1669 KLM,Barcelona (BCN),CANCELLED,Amsterdam
10:05,11:09,KL 1975 KLM,Budapest (BUD),DEPARTED,Amsterdam
10:10,11:55,BA 8496 British Airways,London City (LCY),DEPARTED,Amsterdam
10:10,11:50,BT 858 AirBaltic,Tallinn (TLL),DEPARTED,Amsterdam
10:10,10:10,DL 133 Delta Air Lines,Detroit (DTW),DEPARTED,Amsterdam
10:10,10:10,KL 1143 KLM,Oslo (OSL),CANCELLED,Amsterdam
10:10,10:10,KL 1343 KLM,Billund (BLL),DEPARTED,Amsterdam
10:10,10:10,KL 1363 KLM,Warsaw (WAW),CANCELLED,Amsterdam
10:15,12:23,BA 429 British Airways,London Heathrow (LHR),DEPARTED,Amsterdam
10:15,10:26,KL 751 KLM,Guayaquil (GYE),DEPARTED,Amsterdam
10:15,10:15,KL 1855 KLM,Dusseldorf (DUS),DEPARTED,Amsterdam
10:20,10:20,AF 1341 Air France,Paris de Gaulle (CDG),CANCELLED,Amsterdam
10:20,12:09,BT 962 AirBaltic,Vilnius (VNO),DEPARTED,Amsterdam
10:20,11:37,FB 462 Bulgaria Air,Sofia (SOF),DEPARTED,Amsterdam
10:20,10:31,KL 591 KLM,Johannesburg (JNB),DEPARTED,Amsterdam
10:20,10:53,KL 597 KLM,Cape Town (CPT),DEPARTED,Amsterdam
10:20,10:20,KL 1009 KLM,London Heathrow (LHR),CANCELLED,Amsterdam
10:20,10:37,PY 993 Surinam Airways,Paramaribo (PBM),DEPARTED,Amsterdam
10:20,10:58,UA 21 United Airlines,Houston (IAH),DEPARTED,Amsterdam
10:25,13:22,SK 552 Scandinavian Airlines,Copenhagen (CPH),DEPARTED,Amsterdam
10:25,10:25,SQ 323 Singapore Airlines,Singapore (SIN),DEPARTED,Amsterdam
10:25,12:38,VY 8301 Vueling,Barcelona (BCN),DEPARTED,Amsterdam
10:30,10:46,DL 143 Delta Air Lines,Seattle (SEA),DEPARTED,Amsterdam
10:30,13:36,LO 266 LOT Polish Airlines,Warsaw (WAW),DEPARTED,Amsterdam
10:30,11:23,VY 8355 Vueling,Bilbao (BIO),DEPARTED,Amsterdam
10:35,10:57,DL 161 Delta Air Lines,Minneapolis (MSP),DEPARTED,Amsterdam
10:35,10:35,KL 1583 KLM,Bologna (BLQ),CANCELLED,Amsterdam
10:40,11:54,EZY 2922 easyJet,Bristol (BRS),DEPARTED,Amsterdam
10:40,11:15,KL 705 KLM,Rio de Janeiro (GIG),DEPARTED,Amsterdam
10:40,10:40,KL 1109 KLM,Stockholm (ARN),CANCELLED,Amsterdam
10:40,13:25,SK 822 Scandinavian Airlines,Oslo (OSL),DEPARTED,Amsterdam
10:45,11:21,KL 735 KLM,Curacao (CUR),DEPARTED,Amsterdam
10:50,13:00,BA 2541 British Airways,London Gatwick (LGW),DEPARTED,Amsterdam
10:50,10:50,LH 989 Lufthansa,Frankfurt (FRA),CANCELLED,Amsterdam
10:50,10:50,OR 1601 TUI fly,Fuerteventura (FUE),DEPARTED,Amsterdam
10:55,11:14,DL 73 Delta Air Lines,Atlanta (ATL),DEPARTED,Amsterdam
10:55,13:16,EJU 7925 easyJet Europe,Prague (PRG),DEPARTED,Amsterdam
10:55,11:14,KL 791 KLM,Sao Paulo (GRU),DEPARTED,Amsterdam
11:00,11:00,LH 2303 Lufthansa,Munich (MUC),CANCELLED,Amsterdam
11:00,11:50,OR 351 TUI fly,Curacao (CUR),DEPARTED,Amsterdam
11:00,11:20,UA 908 United Airlines,Chicago (ORD),DEPARTED,Amsterdam
11:00,12:38,UX 1098 Air Europa,Madrid (MAD),DEPARTED,Amsterdam
11:00,12:50,VY 6815 Vueling,Florence (FLR),DEPARTED,Amsterdam
11:05,16:44,EJU 7853 easyJet Europe,Manchester (MAN),DEPARTED,Amsterdam
11:05,11:05,KL 1303 KLM,Toulouse (TLS),CANCELLED,Amsterdam
11:10,13:13,3O 122 Air Arabia Maroc,Nador (NDR),DEPARTED,Amsterdam
11:10,13:11,SK 556 Scandinavian Airlines,Stockholm (ARN),DEPARTED,Amsterdam
11:20,12:18,AY 1302 Finnair,Helsinki (HEL),DEPARTED,Amsterdam
11:20,11:20,B6 32 JetBlue,Boston (BOS),DEPARTED,Amsterdam
11:20,11:43,KL 757 KLM,Panama City (PTY),DEPARTED,Amsterdam
11:20,13:03,OU 451 Croatia Airlines,Zagreb (ZAG),DEPARTED,Amsterdam
11:25,11:25,KC 904 Air Astana,Atyrau (GUW),DEPARTED,Amsterdam
11:25,12:41,LY 338 El Al,Tel Aviv (TLV),DEPARTED,Amsterdam
11:30,11:30,DL 259 Delta Air Lines,Boston (BOS),DEPARTED,Amsterdam
11:30,13:48,KM 395 Air Malta,Malta (MLA),DEPARTED,Amsterdam
11:30,12:26,MU 772 China Eastern Airlines,Shanghai (PVG),DEPARTED,Amsterdam
11:35,14:29,EJU 3858 easyJet Europe,Milan Malpensa (MXP),DEPARTED,Amsterdam
11:35,12:05,KL 743 KLM,Lima (LIM),DEPARTED,Amsterdam
11:35,11:35,KL 1445 KLM,Aberdeen (ABZ),CANCELLED,Amsterdam
11:40,12:44,BA 431 British Airways,London Heathrow (LHR),DEPARTED,Amsterdam
11:40,11:50,DL 49 Delta Air Lines,New York JFK (JFK),DEPARTED,Amsterdam
11:40,12:48,FR 421 Ryanair,Dublin (DUB),DEPARTED,Amsterdam
11:40,12:02,KL 565 KLM,Nairobi (NBO),DEPARTED,Amsterdam
11:40,11:40,KL 1613 KLM,Istanbul Airport (IST),CANCELLED,Amsterdam
11:40,14:36,RO 362 Tarom,Bucharest (OTP),DEPARTED,Amsterdam
11:45,14:17,EJU 4232 easyJet Europe,Naples (NAP),DEPARTED,Amsterdam
11:45,12:07,KL 877 KLM,Mumbai (BOM),DEPARTED,Amsterdam
11:45,11:45,KL 1563 KLM,Genoa (GOA),CANCELLED,Amsterdam
11:50,13:52,AZ 121 ITA Airways,Milan Linate (LIN),DEPARTED,Amsterdam
11:50,14:05,D8 4534 Norwegian,Stockholm (ARN),DEPARTED,Amsterdam
11:50,12:05,KL 1623 KLM,Milan Linate (LIN),DEPARTED,Amsterdam
11:55,12:46,AC 809 Air Canada,Toronto (YYZ),DEPARTED,Amsterdam
11:55,13:17,AF 1795 Air France,Lyon (LYS),DEPARTED,Amsterdam
11:55,13:33,AZ 107 ITA Airways,Rome (FCO),DEPARTED,Amsterdam
11:55,12:19,KL 1185 KLM,Bergen (BGO),DEPARTED,Amsterdam
11:55,14:40,PC 1252 Pegasus Airlines,Istanbul Sabiha (SAW),DEPARTED,Amsterdam
12:00,12:00,KL 935 KLM,Dublin (DUB),CANCELLED,Amsterdam
12:00,12:55,KL 1273 KLM,Poznan (POZ),DEPARTED,Amsterdam
12:00,13:09,OG 461 Play,Reykjavik (KEF),DEPARTED,Amsterdam
12:00,14:21,TK 1952 Turkish Airlines,Istanbul Airport (IST),DEPARTED,Amsterdam
12:00,12:30,UA 947 United Airlines,Washington (IAD),DEPARTED,Amsterdam
12:05,12:05,KL 1085 KLM,Cork (ORK),CANCELLED,Amsterdam
12:05,13:20,OR 1571 TUI fly,Arrecife (ACE),DEPARTED,Amsterdam
12:10,12:10,HV 6601 Transavia,Innsbruck (INN),CANCELLED,Amsterdam
12:10,12:10,KL 929 KLM,Inverness (INV),CANCELLED,Amsterdam
12:10,12:33,KL 1255 KLM,Rennes (RNS),DEPARTED,Amsterdam
12:10,12:10,KL 1271 KLM,Wroclaw (WRO),CANCELLED,Amsterdam
12:10,15:06,KL 1475 KLM,Glasgow (GLA),DEPARTED,Amsterdam
12:15,12:36,DL 37 Delta Air Lines,Orlando (MCO),DEPARTED,Amsterdam
12:15,13:38,I2 3723 Iberia Express,Madrid (MAD),DEPARTED,Amsterdam
12:15,14:12,KL 667 KLM,Austin (AUS),DEPARTED,Amsterdam
12:15,12:15,KL 1129 KLM,Copenhagen (CPH),CANCELLED,Amsterdam
12:15,12:15,KL 1355 KLM,Prague (PRG),CANCELLED,Amsterdam
12:15,12:43,KL 1809 KLM,Dresden (DRS),DEPARTED,Amsterdam
12:15,12:15,KL 1959 KLM,Zurich (ZRH),CANCELLED,Amsterdam
12:20,12:37,KL 871 KLM,New Delhi (DEL),DEPARTED,Amsterdam
12:20,12:20,KL 1155 KLM,Gothenburg (GOT),CANCELLED,Amsterdam
12:20,13:55,KL 1281 KLM,Edinburgh (EDI),DEPARTED,Amsterdam
12:20,12:20,KL 1345 KLM,Billund (BLL),CANCELLED,Amsterdam
12:20,12:43,KL 1919 KLM,Gdansk (GDN),DEPARTED,Amsterdam
12:20,12:20,KL 1929 KLM,Geneva (GVA),CANCELLED,Amsterdam
12:25,14:56,A3 625 Aegean Airlines,Athens (ATH),DEPARTED,Amsterdam
12:25,12:25,KL 959 KLM,Newcastle (NCL),CANCELLED,Amsterdam
12:25,12:25,KL 1201 KLM,Stavanger (SVG),CANCELLED,Amsterdam
12:25,12:50,KL 1233 KLM,Paris de Gaulle (CDG),DEPARTED,Amsterdam
12:25,12:25,KL 1333 KLM,Aalborg (AAL),CANCELLED,Amsterdam
12:25,12:25,KL 1575 KLM,Athens (ATH),CANCELLED,Amsterdam
12:30,14:02,CX 270 Cathay Pacific,Hong Kong (HKG),DEPARTED,Amsterdam
12:30,13:43,EJU 7857 easyJet Europe,London Southend (SEN),DEPARTED,Amsterdam
12:30,12:42,KL 635 KLM,Las Vegas (LAS),DEPARTED,Amsterdam
12:30,13:06,KL 861 KLM,Tokyo (NRT),DEPARTED,Amsterdam
12:30,12:30,KL 1825 KLM,Berlin Brandenburg (BER),CANCELLED,Amsterdam
12:35,13:17,KL 1075 KLM,Birmingham (BHX),DEPARTED,Amsterdam
12:35,14:50,KL 1425 KLM,Birmingham (BHX),CANCELLED,Amsterdam
12:35,12:35,KL 1767 KLM,Frankfurt (FRA),CANCELLED,Amsterdam
12:40,13:24,KL 677 KLM,Calgary (YYC),DEPARTED,Amsterdam
12:40,12:40,KL 1885 KLM,Nuremberg (NUE),CANCELLED,Amsterdam
12:45,13:51,HV 6141 Transavia,Alicante (ALC),DEPARTED,Amsterdam
12:45,12:45,KL 1943 KLM,Zagreb (ZAG),CANCELLED,Amsterdam
12:50,13:50,DL 75 Delta Air Lines,Atlanta (ATL),DEPARTED,Amsterdam
12:50,13:20,EJU 7837 easyJet Europe,Edinburgh (EDI),DEPARTED,Amsterdam
12:50,13:07,KL 765 KLM,Bonaire (BON),DEPARTED,Amsterdam
12:50,12:50,KL 1873 KLM,Stuttgart (STR),CANCELLED,Amsterdam
12:55,15:11,EZY 3052 easyJet,Belfast Intl Airport (BFS),DEPARTED,Amsterdam
12:55,14:37,FR 2335 Ryanair,Malaga (AGP),DEPARTED,Amsterdam
12:55,14:22,KL 681 KLM,Vancouver (YVR),DEPARTED,Amsterdam
13:00,13:14,DL 135 Delta Air Lines,Detroit (DTW),DEPARTED,Amsterdam
13:00,13:00,FI 501 Icelandair,Reykjavik (KEF),DEPARTED,Amsterdam
13:00,13:43,HV 6505 Transavia,Amman (AMM),DEPARTED,Amsterdam
13:00,13:26,KL 1051 KLM,Bristol (BRS),DEPARTED,Amsterdam
13:00,14:24,OR 361 TUI fly,Aruba (AUA),DEPARTED,Amsterdam
13:05,13:37,AA 203 American Airlines,Philadelphia (PHL),DEPARTED,Amsterdam
13:10,15:19,EZY 2516 easyJet,London Luton (LTN),DEPARTED,Amsterdam
13:10,13:10,KL 1781 KLM,Hamburg (HAM),CANCELLED,Amsterdam
13:10,13:45,KL 1857 KLM,Dusseldorf (DUS),CANCELLED,Amsterdam
13:10,13:46,KL 1979 KLM,Budapest (BUD),DEPARTED,Amsterdam
13:15,13:42,DL 163 Delta Air Lines,Minneapolis (MSP),DEPARTED,Amsterdam
13:15,13:15,KL 1741 KLM,Luxembourg (LUX),CANCELLED,Amsterdam
13:20,16:22,EI 605 Aer Lingus,Dublin (DUB),DEPARTED,Amsterdam
13:20,13:20,HV 6819 Transavia,Ljubljana (LJU),CANCELLED,Amsterdam
13:20,14:10,QR 276 Qatar Airways,Doha (DOH),DEPARTED,Amsterdam
13:25,14:49,KL 691 KLM,Toronto (YYZ),DEPARTED,Amsterdam
13:25,13:53,KL 787 KLM,Port O Spain (POS),DEPARTED,Amsterdam
13:25,13:25,KL 1909 KLM,Hanover (HAJ),CANCELLED,Amsterdam
13:30,14:01,KL 651 KLM,Washington (IAD),DEPARTED,Amsterdam
13:30,13:30,KL 1017 KLM,London Heathrow (LHR),DEPARTED,Amsterdam
13:30,13:30,KL 1703 KLM,Madrid (MAD),CANCELLED,Amsterdam
13:30,14:12,KL 1725 KLM,Brussels (BRU),DEPARTED,Amsterdam
13:35,14:41,KL 641 KLM,New York JFK (JFK),DEPARTED,Amsterdam
13:35,15:35,TK 7769 Turkish Airlines,Istanbul Sabiha (SAW),DEPARTED,Amsterdam
13:40,14:25,B6 2289 JetBlue,New York JFK (JFK),DEPARTED,Amsterdam
13:40,13:57,HV 5665 Transavia,Las Palmas de Gran Canaria (LPA),DEPARTED,Amsterdam
13:40,15:04,TP 671 TAP Air Portugal,Lisbon (LIS),DEPARTED,Amsterdam
13:40,16:19,VY 8303 Vueling,Barcelona (BCN),DEPARTED,Amsterdam
13:45,14:13,EJU 7815 easyJet Europe,Venice (VCE),DEPARTED,Amsterdam
13:50,14:04,HV 5227 Transavia,Hurghada (HRG),DEPARTED,Amsterdam
13:50,13:50,KL 587 KLM,Lagos (LOS),CANCELLED,Amsterdam
13:50,13:50,KL 1503 KLM,Valencia (VLC),CANCELLED,Amsterdam
13:50,13:50,KL 1713 KLM,Oporto (OPO),CANCELLED,Amsterdam
13:55,16:24,AF 1641 Air France,Paris de Gaulle (CDG),DEPARTED,Amsterdam
14:00,14:59,AM 26 Aeromexico,Mexico City (MEX),DEPARTED,Amsterdam
14:00,19:51,EZY 3174 easyJet,Glasgow (GLA),DEPARTED,Amsterdam
14:00,14:22,KL 733 KLM,Curacao (CUR),DEPARTED,Amsterdam
14:00,14:31,KL 1169 KLM,Helsinki (HEL),DEPARTED,Amsterdam
14:00,16:05,LH 2305 Lufthansa,Munich (MUC),DEPARTED,Amsterdam
14:00,16:35,TK 1962 Turkish Airlines,Istanbul Airport (IST),DEPARTED,Amsterdam
